maize,soybean,hay,pkc,protein,fiber,energy,breed,age,weight,milk_yield,weight_gain,cost
37,25,32,6,21.08,12.99,70.55,Jersey,8,478,35.99,4.26,456.49
45,23,31,1,14.99,14.63,64.89,White Fulani,6,440,28.16,3.65,433.83
53,25,31,0,19.85,14.92,72.35,Holstein,9,255,35.21,4.47,488.74
22,21,26,31,21.48,14.88,63.51,Bunaji,4,594,36.09,3.87,451.88
39,29,22,10,15.02,11.18,72.17,Jersey,1,307,32.77,3.72,502.49
45,24,36,0,19.67,8.08,80.9,Bunaji,7,251,36.89,4.63,475.19
48,23,39,0,18.18,16.09,80.52,Bunaji,7,716,35.47,4.44,481.31
29,21,30,20,12.65,8.42,72.05,Friesian,4,616,25.28,3.31,429.98
27,21,10,42,19.94,10.4,52.22,Bunaji,7,522,28.82,3.16,414.45
40,30,17,13,24.08,12.65,52.65,Jersey,5,742,36.68,3.84,488.62
30,33,26,11,16.32,11.53,51.66,Friesian,7,522,30.95,2.75,512.92
47,11,15,27,24.31,18.62,79.56,White Fulani,1,548,36.51,4.14,407.41
55,32,37,0,24.87,11.74,63.6,Jersey,8,459,43.67,4.26,586.59
31,17,33,19,16.84,19.14,52.47,Friesian,9,616,27.37,2.81,401.7
43,31,19,7,23.76,15.77,60.92,Friesian,3,401,33.37,3.99,523.98
35,26,24,15,18.01,18.38,59.98,Bunaji,2,600,33.09,3.26,446.13
20,31,34,15,21.49,19.28,74.15,White Fulani,4,682,33.96,3.62,480.22
52,29,15,4,20.87,19.4,55.48,Jersey,9,319,34.63,3.89,528.04
37,30,37,0,23.35,14.28,77.99,Jersey,8,491,41.24,4.38,493.82
27,32,20,21,22.41,9.25,73.07,Bunaji,7,798,39.8,3.97,500.44
47,21,21,11,23.35,17.47,79.93,White Fulani,6,706,38.38,4.39,443.6
50,29,34,0,21.0,13.5,59.06,Jersey,1,440,36.75,3.88,523.93
54,22,25,0,16.71,17.67,63.13,White Fulani,1,415,31.97,3.51,407.36
25,12,23,40,14.37,9.68,73.06,Jersey,1,664,27.49,3.37,380.72
45,24,14,17,16.05,11.0,76.17,Bunaji,2,395,35.95,4.1,470.77
33,22,16,29,17.43,9.4,74.51,Holstein,3,586,30.51,3.9,457.19
59,33,38,0,17.7,18.79,88.49,Jersey,3,413,39.25,5.07,591.86
33,14,25,28,14.82,11.46,72.25,Friesian,4,678,28.37,3.27,381.18
27,33,24,16,21.51,19.5,58.82,Friesian,8,753,34.78,2.93,487.74
35,12,39,14,21.78,14.38,77.1,Holstein,7,420,34.62,4.25,360.07
48,32,15,5,15.27,18.13,69.36,Jersey,9,451,32.51,3.44,540.19
22,19,20,39,21.27,16.36,62.97,Friesian,1,665,33.21,3.51,413.41
30,22,36,12,22.14,19.97,57.65,Friesian,1,779,33.63,3.53,402.96
24,24,29,23,19.1,13.01,56.41,Jersey,8,617,32.38,3.07,457.86
49,32,18,1,12.68,9.92,63.42,White Fulani,3,708,32.13,3.61,515.84
31,34,19,16,24.05,10.56,66.8,Jersey,3,779,39.28,3.96,494.02
31,22,13,34,24.66,14.53,61.01,White Fulani,8,512,34.43,3.69,427.89
59,21,22,0,22.82,17.67,58.97,Holstein,8,769,33.34,3.97,482.55
56,12,24,8,17.13,14.36,56.45,Bunaji,5,313,28.29,3.78,398.77
48,29,34,0,15.49,12.33,66.34,Holstein,2,279,34.68,3.55,531.5
48,13,31,8,16.39,11.74,54.88,Bunaji,3,799,26.45,3.58,372.08
39,18,13,30,13.37,8.54,76.26,Friesian,5,527,27.41,3.92,451.86
50,28,30,0,21.98,13.21,67.86,Friesian,2,565,40.45,4.14,554.07
35,23,16,26,24.15,16.27,82.93,Friesian,7,590,37.62,4.26,441.55
43,13,21,23,12.79,11.45,53.73,White Fulani,3,261,25.86,2.91,393.12
51,19,37,0,24.26,11.89,76.45,Bunaji,6,552,40.79,4.59,443.28
21,21,17,41,13.64,8.33,74.91,Friesian,9,288,24.86,3.14,468.23
55,33,31,0,15.85,15.97,88.61,Jersey,5,405,38.35,4.13,586.53
41,33,15,11,21.29,11.52,71.02,Bunaji,4,689,38.28,4.14,545.16
55,29,27,0,19.56,11.04,80.25,Bunaji,5,701,37.23,4.41,523.71
31,25,26,18,20.65,14.68,63.71,White Fulani,1,559,33.34,3.61,467.93
46,29,32,0,21.48,17.36,54.73,Holstein,1,494,33.55,3.91,532.4
39,12,14,35,18.69,9.02,71.95,White Fulani,6,757,31.79,3.76,370.08
20,29,21,30,13.26,10.12,89.49,Friesian,8,303,33.24,3.82,448.86
36,11,38,15,23.17,15.11,77.79,Jersey,1,380,33.64,4.38,388.13
31,29,22,18,15.34,17.65,67.04,Jersey,3,351,30.52,3.36,505.49
47,29,24,0,20.02,18.2,57.85,Friesian,4,449,35.38,4.19,484.16
47,18,29,6,20.47,17.99,89.02,Jersey,7,291,40.09,4.63,409.25
47,10,12,31,22.53,15.0,79.21,White Fulani,8,512,34.24,4.34,438.28
44,21,35,0,22.02,12.05,87.66,White Fulani,5,295,39.24,4.65,447.54
26,23,35,16,17.36,19.22,60.04,Friesian,7,747,29.41,3.27,430.54
45,34,31,0,18.07,8.92,56.64,Jersey,3,597,32.08,3.17,512.12
57,32,34,0,24.23,15.79,88.18,Bunaji,9,579,41.89,5.49,573.15
57,29,10,4,13.65,12.7,56.51,Holstein,1,676,28.77,3.66,518.57
54,17,38,0,15.31,11.55,71.2,Bunaji,9,405,30.54,3.83,436.19
50,13,14,23,13.05,19.27,80.21,White Fulani,7,738,32.52,3.98,423.83
26,10,35,29,24.84,11.91,65.77,White Fulani,8,268,34.6,4.26,361.63
56,34,19,0,18.26,17.72,88.02,White Fulani,7,495,38.31,4.59,607.83
37,12,16,35,23.73,12.6,58.65,White Fulani,1,613,32.0,3.75,417.17
53,33,31,0,14.84,19.22,68.64,Holstein,7,434,32.94,3.89,566.33
28,22,31,19,12.77,15.25,80.55,Friesian,7,372,28.67,3.54,420.73
47,24,12,17,12.66,12.77,70.47,White Fulani,3,316,31.19,3.61,479.38
40,12,22,26,19.19,14.25,89.78,Jersey,9,583,32.75,4.49,363.27
56,21,10,13,16.3,15.07,68.17,Holstein,1,555,32.17,3.96,473.05
55,34,32,0,24.86,16.21,87.96,White Fulani,2,439,42.98,5.18,547.89
37,34,37,0,20.34,12.93,69.59,Jersey,8,717,36.04,3.86,529.05
43,25,16,16,17.11,10.84,53.88,White Fulani,6,616,31.26,3.41,450.07
31,24,22,23,15.65,12.2,81.3,Friesian,3,558,32.17,3.85,451.45
20,28,20,32,24.72,10.17,81.97,Holstein,2,325,41.8,3.98,499.98
52,28,37,0,22.45,18.4,52.38,Friesian,3,376,37.62,3.29,544.05
41,25,37,0,20.78,12.75,55.32,Holstein,7,463,29.64,3.79,439.63
42,22,20,16,16.55,10.93,76.24,White Fulani,7,715,32.45,3.62,454.94
46,18,30,6,19.38,17.55,79.4,White Fulani,1,592,34.58,4.39,418.77
47,26,37,0,18.68,11.46,50.26,Holstein,6,580,33.3,3.2,497.28
59,12,32,0,19.46,8.73,51.24,Jersey,1,593,30.58,3.88,409.03
55,34,22,0,18.43,9.46,73.52,Jersey,2,470,37.15,4.49,576.42
20,19,28,33,14.14,10.17,81.63,White Fulani,2,795,29.14,3.96,378.62
40,15,18,27,13.06,9.05,56.87,White Fulani,9,523,24.45,2.85,438.74
28,13,26,33,12.26,9.85,85.45,Friesian,7,510,29.31,4.12,395.08
21,22,13,44,24.96,16.64,61.49,White Fulani,8,316,34.44,3.6,430.52
32,13,33,22,17.41,12.28,86.47,Holstein,9,557,31.54,4.51,379.72
42,16,17,25,22.45,9.0,65.44,Jersey,3,446,35.87,4.14,419.09
36,22,11,31,24.55,13.14,75.28,Jersey,7,348,38.9,4.59,438.04
24,28,31,17,17.27,11.23,57.95,Friesian,8,610,31.96,2.94,430.84
44,25,24,7,15.48,17.75,53.3,Jersey,4,522,27.16,3.41,461.38
46,19,11,24,15.56,18.94,53.9,Jersey,6,534,27.39,3.28,426.21
53,12,20,15,23.2,9.65,88.1,Bunaji,5,433,40.07,4.78,418.84
41,16,18,25,24.83,15.17,53.28,Holstein,6,284,34.3,3.67,420.46
46,25,15,14,13.15,10.33,82.82,Bunaji,5,733,31.8,3.71,495.09
36,12,25,27,22.77,17.95,78.38,Jersey,3,365,37.85,4.15,367.38
37,27,31,5,23.52,8.57,88.46,Friesian,2,496,40.12,4.39,451.26
32,18,11,39,22.08,12.72,55.57,Friesian,4,250,30.23,3.43,426.17
50,34,15,1,12.82,12.76,68.96,Jersey,5,343,29.87,3.38,503.27
41,12,14,33,22.66,15.78,66.76,White Fulani,1,691,35.68,4.12,416.17
24,29,25,22,16.89,14.85,69.15,Bunaji,9,514,30.64,3.54,530.68
41,31,11,17,14.18,9.44,52.7,Jersey,2,576,28.9,3.26,516.68
37,20,36,7,20.08,16.62,54.42,Friesian,4,567,29.53,3.63,412.04
32,26,14,28,20.92,17.78,85.1,Friesian,2,431,37.43,4.23,480.44
59,15,31,0,22.17,18.64,65.95,Bunaji,2,612,35.58,4.32,398.67
28,24,21,27,24.4,9.46,50.73,Holstein,4,660,33.08,3.15,415.58
54,31,20,0,23.77,13.92,63.21,Jersey,2,792,40.11,4.42,515.48
36,15,23,26,20.76,18.13,86.63,Jersey,3,731,35.57,4.62,414.72
59,25,37,0,22.0,19.22,86.37,Holstein,9,784,39.88,4.88,539.86
34,11,23,32,24.38,17.05,67.82,Bunaji,3,251,33.66,3.75,405.92
51,18,29,2,20.62,9.42,66.06,Bunaji,3,294,34.66,3.9,413.51
46,10,24,20,21.09,18.24,54.63,Friesian,5,379,30.15,3.67,381.1
33,12,24,31,20.17,15.6,68.01,Holstein,9,764,31.53,3.82,398.89
26,18,10,46,19.3,16.06,87.05,Bunaji,7,339,35.75,4.17,404.64
29,28,24,19,15.9,15.71,74.04,White Fulani,9,281,31.08,3.81,463.74
36,23,36,5,22.41,10.16,54.39,Jersey,7,262,35.72,3.25,430.69
56,25,20,0,13.13,10.43,71.82,Friesian,8,478,31.13,3.87,510.64
43,18,13,26,24.04,9.94,88.63,Holstein,8,590,41.43,4.75,468.91
37,19,25,19,15.92,15.19,58.05,Friesian,1,406,31.81,3.35,423.28
39,33,33,0,19.53,8.65,62.56,Bunaji,5,496,35.53,3.67,482.12
47,26,27,0,22.78,10.28,86.69,Bunaji,3,522,39.28,4.56,441.0
22,20,26,32,23.03,12.36,81.76,White Fulani,5,295,37.45,4.17,409.35
44,19,31,6,20.76,13.4,79.96,Jersey,6,397,37.77,4.43,412.26
45,23,16,16,18.3,8.32,65.22,Holstein,3,685,29.56,3.91,491.54
31,21,10,38,21.19,11.03,67.87,Friesian,5,706,34.56,3.44,423.38
36,25,37,2,21.6,18.28,87.55,Jersey,7,517,39.27,4.52,414.51
25,22,13,40,13.55,11.93,82.63,Bunaji,5,300,28.43,3.7,417.08
38,15,29,18,23.31,9.06,81.07,Jersey,5,772,38.34,4.25,415.46
28,24,12,36,14.55,10.54,51.66,Friesian,5,516,27.49,2.92,463.91
54,32,23,0,15.45,16.35,57.71,Jersey,7,487,33.97,3.61,552.58
50,28,10,12,19.34,15.21,56.65,Bunaji,5,463,33.54,3.7,525.78
38,11,21,30,21.91,15.1,57.68,Jersey,3,516,33.47,3.91,446.04
30,30,13,27,14.57,17.66,57.43,Holstein,6,485,26.7,3.16,493.11
43,32,16,9,15.74,16.7,83.46,Jersey,6,624,34.08,4.18,542.63
40,33,15,12,19.98,10.84,69.34,Holstein,2,601,34.64,4.02,512.29
51,19,35,0,18.06,17.5,66.09,Jersey,8,592,34.15,3.86,434.58
53,29,12,6,23.19,12.15,76.15,Bunaji,8,791,38.1,4.35,509.8
30,11,35,24,19.34,14.2,61.38,White Fulani,9,291,28.08,3.84,393.42
35,10,21,34,24.02,8.67,69.43,White Fulani,9,361,34.53,4.17,418.08
32,28,38,2,14.86,14.18,54.09,Holstein,2,357,27.94,3.08,447.24
56,16,35,0,23.06,12.15,51.41,Holstein,9,793,34.62,3.84,413.45
30,19,29,22,20.11,9.58,62.39,White Fulani,8,289,29.35,3.32,394.12
25,10,13,52,14.94,15.4,51.61,Bunaji,5,745,23.99,2.72,339.92
58,17,22,3,13.69,10.44,80.76,Bunaji,4,585,30.86,4.47,386.87
47,33,12,8,13.74,19.22,80.06,Jersey,6,430,33.55,4.28,512.36
27,14,28,31,14.66,17.58,79.54,Holstein,5,470,26.03,3.5,410.02
44,32,21,3,15.11,15.55,75.62,Bunaji,5,759,34.78,3.77,493.11
33,13,38,16,19.91,13.33,79.69,Friesian,4,318,31.79,3.76,357.17
46,33,12,9,19.5,16.09,50.67,Jersey,6,399,34.11,3.37,524.0
23,16,32,29,12.1,16.3,76.45,Jersey,8,300,27.57,3.37,343.58
32,24,36,8,17.94,13.7,65.44,White Fulani,4,463,30.71,3.66,448.23
31,32,30,7,17.42,18.53,58.16,Holstein,7,495,30.26,3.25,493.26
34,26,27,13,22.91,15.81,74.6,Bunaji,4,717,38.05,4.03,493.16
26,34,21,19,12.98,12.51,82.82,Bunaji,7,291,31.0,3.62,476.39
46,28,30,0,13.26,16.65,61.27,Jersey,5,279,28.67,3.33,503.19
50,29,38,0,24.17,13.48,61.61,Holstein,2,695,40.63,3.57,489.26
25,34,10,31,22.21,13.85,87.81,Holstein,8,487,38.8,3.64,530.42
44,14,33,9,18.14,11.89,88.09,Holstein,3,633,35.36,4.76,387.03
59,12,34,0,17.71,14.13,60.35,White Fulani,4,358,32.59,3.86,433.82
42,15,28,15,15.36,12.17,81.77,Bunaji,2,524,30.66,4.07,397.22
55,28,26,0,14.77,18.41,88.23,Holstein,7,330,32.77,4.47,521.05
43,23,14,20,18.7,19.88,74.45,White Fulani,1,593,34.3,3.61,455.0
39,10,30,21,14.92,14.05,60.43,Friesian,7,395,27.85,3.53,395.07
48,27,21,4,17.85,19.11,76.4,Jersey,4,651,34.4,4.02,521.78
27,28,12,33,19.15,14.17,77.6,Bunaji,7,717,35.47,3.97,476.44
21,20,23,36,20.94,11.28,79.46,Bunaji,6,560,34.01,3.75,390.83
31,19,14,36,21.25,8.08,80.55,Jersey,7,699,33.96,4.52,400.76
36,13,16,35,20.86,16.59,74.29,Friesian,7,368,33.2,3.94,430.13
25,27,14,34,17.98,10.61,55.35,White Fulani,3,758,28.71,2.95,450.6
26,22,33,19,23.41,9.07,78.61,Jersey,4,574,35.35,4.05,396.33
56,17,25,2,16.12,11.2,70.24,White Fulani,8,710,28.71,4.05,435.11
46,15,26,13,14.38,10.79,75.43,White Fulani,2,429,28.95,3.8,406.7
22,12,37,29,17.8,16.72,77.72,White Fulani,7,262,31.29,3.8,333.93
31,22,33,14,17.95,12.76,67.25,Friesian,3,508,31.51,3.19,413.9
29,19,29,23,18.74,8.61,59.31,Friesian,7,315,30.98,3.21,417.07
35,34,21,10,13.73,19.13,84.71,White Fulani,7,340,30.79,4.11,523.11
34,26,38,2,18.49,17.18,60.62,Holstein,2,488,32.82,3.57,441.02
56,28,19,0,15.45,13.18,89.96,Bunaji,7,474,36.68,4.41,575.85
32,18,25,25,13.39,15.79,84.72,Friesian,4,438,27.23,3.77,402.66
57,14,32,0,22.67,19.63,68.16,Holstein,3,598,35.54,4.37,390.53
48,29,20,3,12.32,16.36,79.01,Holstein,5,351,27.87,4.04,523.44
20,12,12,56,20.45,19.79,86.47,Bunaji,6,300,34.55,4.09,377.69
57,19,27,0,16.05,14.3,52.64,White Fulani,6,636,31.23,3.08,446.3
40,22,35,3,21.3,11.22,62.63,Holstein,1,670,34.92,3.6,459.01
46,15,35,4,15.18,13.06,83.55,Holstein,8,448,31.6,4.14,424.58
48,25,18,9,13.19,17.08,73.3,Holstein,4,333,29.9,3.57,477.39
48,25,15,12,12.64,14.87,82.78,White Fulani,1,754,32.43,4.29,448.83
43,22,35,0,17.73,11.12,83.54,White Fulani,8,470,33.27,4.38,422.61
21,34,18,27,23.16,19.55,75.13,Friesian,4,374,37.21,3.9,532.68
25,30,11,34,12.92,15.92,82.37,Friesian,6,653,29.7,3.77,466.11
20,30,29,21,24.4,10.52,81.56,Holstein,7,580,40.81,4.18,445.35
45,22,10,23,12.19,19.05,89.04,White Fulani,4,265,29.83,4.35,470.44
53,20,10,17,21.81,11.71,67.92,White Fulani,3,646,37.73,4.0,435.95
42,16,36,6,17.95,11.11,85.15,Bunaji,1,425,35.01,4.35,415.16
47,22,10,21,18.1,8.85,82.73,Holstein,4,688,35.44,4.29,450.74
20,14,28,38,13.69,15.72,57.89,Friesian,5,605,22.92,3.04,385.93
40,13,21,26,20.17,11.19,51.56,Bunaji,5,585,33.02,3.13,397.67
50,23,26,1,14.13,16.3,76.97,White Fulani,1,348,30.93,3.95,455.32
38,14,27,21,16.98,15.57,67.21,Friesian,7,261,30.35,3.84,379.53
51,19,20,10,14.27,18.5,79.5,Holstein,1,349,30.76,4.24,418.3
48,24,38,0,15.89,13.49,53.82,White Fulani,7,324,28.08,3.16,518.38
57,22,19,2,23.82,11.24,82.79,Holstein,9,562,39.98,4.65,474.44
56,17,21,6,22.01,15.56,89.54,Bunaji,9,483,39.38,4.81,420.01
49,27,21,3,22.16,10.45,60.43,Bunaji,9,635,36.61,3.92,466.26
54,32,32,0,15.66,8.84,52.27,Bunaji,2,601,31.28,3.68,567.77
29,33,20,18,16.69,17.03,70.0,Jersey,6,646,32.65,3.45,499.13
31,26,13,30,19.86,15.56,66.7,Holstein,5,349,34.78,3.54,483.79
49,17,11,23,14.11,19.52,84.06,Bunaji,9,524,33.38,4.1,441.12
38,27,19,16,21.76,16.96,55.82,Bunaji,5,616,33.67,3.51,484.36
51,21,17,11,15.08,15.54,83.2,Holstein,5,783,32.09,4.28,454.25
45,25,22,8,24.94,13.76,69.44,Bunaji,6,618,39.38,4.39,502.34
36,32,39,0,15.2,18.98,63.42,Holstein,6,787,34.05,3.49,488.5
26,17,27,30,24.09,13.5,57.27,White Fulani,7,500,33.37,3.43,388.09
44,22,11,23,21.24,13.03,70.69,Holstein,8,692,33.89,4.25,446.53
58,18,29,0,24.51,19.57,61.58,Holstein,4,378,37.57,4.44,483.28
37,21,22,20,18.62,8.3,66.28,Jersey,8,348,32.55,3.66,449.94
34,19,18,29,12.26,18.55,88.62,White Fulani,3,464,29.96,4.01,428.88
33,34,25,8,12.58,15.47,62.36,Jersey,9,398,28.15,3.41,509.54
55,22,26,0,23.8,9.05,87.46,Bunaji,7,497,42.49,5.01,470.89
24,18,30,28,24.38,8.6,56.0,Holstein,8,672,34.56,3.4,422.14
24,29,22,25,23.74,16.56,82.73,White Fulani,4,786,39.55,4.47,476.39
25,18,34,23,22.65,14.44,84.4,Jersey,3,620,38.05,4.3,367.58
22,30,29,19,18.52,13.46,80.14,Holstein,8,465,35.22,4.17,513.55
31,22,22,25,12.01,19.56,86.7,Friesian,8,421,29.72,3.69,446.01
51,27,24,0,15.04,15.67,59.43,Jersey,9,579,29.45,3.61,515.46
35,12,35,18,21.1,17.11,54.23,White Fulani,1,402,29.89,3.11,344.5
48,29,39,0,23.03,13.92,68.88,Jersey,7,695,36.64,4.23,536.83
37,18,10,35,24.15,16.71,86.71,Jersey,6,795,37.69,4.49,417.31
49,26,25,0,20.96,18.53,61.61,Jersey,3,270,34.4,3.86,487.53
36,18,15,31,17.95,17.11,58.24,Bunaji,5,508,26.68,3.35,431.31
53,24,24,0,18.01,17.82,77.33,Friesian,7,792,35.3,4.41,470.41
51,26,23,0,18.41,8.98,57.84,White Fulani,6,274,33.1,3.67,423.04
27,29,31,13,20.74,8.62,54.55,White Fulani,3,484,32.21,3.22,499.8
42,28,21,9,19.65,16.0,58.03,White Fulani,2,613,34.45,3.54,512.33
30,33,11,26,13.41,18.51,81.33,Holstein,7,367,32.4,3.81,497.45
22,30,16,32,12.82,10.25,51.3,White Fulani,5,420,26.86,2.62,457.76
54,14,30,2,13.85,8.63,75.03,White Fulani,1,344,29.74,4.64,435.2
22,21,13,44,19.43,11.98,78.92,Friesian,1,729,32.16,3.97,454.88
53,17,24,6,12.03,15.66,55.65,Holstein,2,562,27.95,3.36,440.93
26,32,30,12,23.96,15.8,53.62,Holstein,2,455,34.57,3.3,466.72
27,13,36,24,24.11,9.26,60.72,Jersey,8,352,33.22,3.51,369.8
56,11,16,17,21.19,10.28,64.67,Bunaji,5,735,35.94,3.75,408.25
50,24,19,7,24.64,9.91,64.17,Holstein,8,720,39.93,4.18,457.02
28,25,28,19,19.89,10.0,81.9,Holstein,4,652,35.01,4.13,434.89
23,28,28,21,20.05,15.96,83.45,Friesian,1,643,35.15,4.35,409.83
56,18,27,0,22.95,14.01,89.26,White Fulani,8,470,40.5,5.03,428.56
29,11,21,39,20.49,11.07,64.58,Holstein,6,485,33.61,3.82,377.76
51,10,20,19,16.99,13.33,55.66,Holstein,1,547,26.67,3.51,401.46
39,27,34,0,15.82,16.06,78.09,Bunaji,2,551,32.67,3.92,463.53
57,17,31,0,18.55,8.16,64.51,Friesian,1,410,36.27,4.06,424.47
48,22,30,0,16.09,9.01,77.4,Bunaji,3,370,31.79,3.96,445.75
27,19,18,36,24.36,12.9,68.67,Holstein,9,426,35.56,3.87,412.22
33,16,33,18,14.19,10.28,68.43,Holstein,8,429,25.21,3.63,405.76
23,29,25,23,23.29,12.97,77.91,Friesian,7,645,37.34,4.26,483.76
53,22,22,3,20.76,8.78,68.63,Jersey,1,379,36.06,3.66,429.48
47,24,17,12,18.55,17.96,76.56,Jersey,9,272,36.02,4.27,488.31
44,28,12,16,23.6,16.79,70.33,Holstein,7,798,42.18,4.12,524.16
27,26,29,18,21.75,16.32,89.63,Holstein,8,656,37.76,4.48,482.18
39,25,26,10,20.58,14.27,50.94,Bunaji,6,430,32.64,3.55,446.14
50,21,37,0,23.14,12.75,57.97,Bunaji,9,352,35.82,4.22,462.59
54,11,15,20,19.63,9.23,79.21,Bunaji,8,345,35.16,4.17,404.4
50,20,19,11,23.46,14.18,80.99,White Fulani,4,382,39.92,4.58,458.66
41,17,36,6,20.54,10.38,55.76,Holstein,2,580,32.81,3.3,446.26
53,27,16,4,13.23,8.39,69.97,White Fulani,8,367,29.27,4.16,496.7
49,26,36,0,15.48,17.74,52.21,Jersey,1,477,28.91,3.14,516.39
30,15,15,40,24.6,16.57,86.99,Holstein,5,453,38.27,4.24,451.78
38,24,15,23,13.46,11.22,69.7,Holstein,7,761,28.76,3.67,497.99
29,16,23,32,15.1,12.66,67.75,Friesian,4,785,26.08,3.31,412.98
26,10,16,48,18.17,8.12,53.39,Holstein,4,469,26.78,2.96,372.76
35,10,21,34,12.4,9.09,84.19,Jersey,2,608,26.56,3.71,362.52
32,14,26,28,21.49,16.83,53.2,Holstein,8,326,31.14,3.23,400.72
30,33,15,22,12.12,8.9,60.01,White Fulani,6,612,27.7,3.2,488.56
56,16,18,10,13.12,14.71,70.11,Holstein,2,259,29.71,3.49,420.51
32,14,29,25,15.83,11.1,51.04,White Fulani,1,688,26.12,3.15,357.29
41,14,13,32,16.63,16.36,72.4,Bunaji,5,717,32.73,3.57,408.38
36,30,23,11,21.19,19.04,60.83,Bunaji,8,593,37.91,3.61,435.32
46,22,10,22,15.73,11.0,64.25,Friesian,8,568,30.8,3.15,460.43
33,21,37,9,22.0,18.82,67.85,Holstein,5,306,30.45,4.21,437.07
55,33,21,0,16.01,18.43,80.56,Bunaji,5,383,35.21,4.39,599.31
43,34,38,0,17.5,10.41,62.23,Bunaji,6,502,35.69,3.73,546.66
31,19,27,23,21.09,12.94,55.54,Friesian,1,390,31.18,3.78,425.83
43,18,32,7,15.33,12.88,77.11,Friesian,3,664,30.25,3.99,384.43
47,19,15,19,20.91,18.31,53.55,Holstein,2,621,32.32,3.29,407.82
39,11,20,30,15.27,11.85,55.4,White Fulani,1,539,27.73,3.1,410.31
40,33,13,14,16.32,16.93,56.08,Holstein,1,519,30.5,3.35,549.44
35,33,22,10,15.29,14.66,71.1,White Fulani,1,746,36.53,3.92,478.94
48,20,12,20,12.95,17.48,58.71,Friesian,3,634,25.92,3.59,445.51
21,26,39,14,12.32,8.05,59.09,Jersey,6,359,28.64,2.92,453.29
31,19,20,30,12.16,9.85,78.21,Holstein,7,713,26.4,3.77,410.06
56,16,28,0,21.69,8.42,73.0,Jersey,6,577,36.41,4.67,404.31
23,22,34,21,14.31,18.66,67.68,White Fulani,1,716,26.69,3.32,444.94
58,19,10,13,23.47,13.21,79.9,Holstein,3,690,38.83,4.8,513.39
42,21,34,3,14.28,10.13,86.61,Jersey,9,309,33.12,4.18,421.03
25,14,11,50,22.31,18.87,89.0,Jersey,4,769,34.44,4.22,404.73
41,21,25,13,22.49,9.88,50.6,Holstein,2,771,34.76,3.43,432.26
58,30,10,2,19.79,11.29,66.0,Jersey,7,354,33.97,4.42,511.78
32,10,14,44,18.08,11.43,88.46,Holstein,1,618,31.82,4.23,360.43
47,19,12,22,18.96,17.46,82.72,Jersey,9,771,35.58,4.62,452.13
28,11,14,47,12.71,14.43,87.43,Friesian,3,514,26.93,3.93,391.06
53,20,19,8,24.56,10.58,82.44,Holstein,2,793,41.77,4.55,467.73
32,24,30,14,16.2,19.22,64.53,Friesian,3,415,29.45,3.17,453.54
39,29,30,2,19.69,16.63,79.81,Bunaji,9,364,35.85,4.33,432.25
23,24,25,28,17.02,16.28,74.1,Friesian,6,726,31.31,3.25,458.06
59,20,16,5,12.93,18.91,88.31,Jersey,9,272,31.07,4.7,446.3
32,12,18,38,13.08,15.44,63.61,White Fulani,8,546,24.14,2.94,384.19
59,14,18,9,12.13,8.9,71.43,Friesian,6,645,27.2,3.85,363.58
22,27,29,22,16.99,13.9,85.85,Friesian,8,435,34.54,3.71,419.52
38,17,37,8,20.18,17.15,80.61,Friesian,6,714,35.86,4.06,418.8
31,14,20,35,24.05,15.78,65.18,White Fulani,4,253,33.77,3.82,410.33
49,21,25,5,12.63,10.52,72.64,White Fulani,4,454,27.82,4.1,469.64
45,15,19,21,13.22,13.13,55.15,Friesian,3,326,24.24,3.23,403.99
21,19,39,21,16.03,17.74,84.69,Bunaji,4,392,32.81,3.84,388.53
35,11,26,28,18.16,13.36,50.28,White Fulani,4,265,26.35,2.9,410.88
52,21,24,3,23.32,13.06,77.65,White Fulani,1,712,36.93,4.51,441.48
30,34,29,7,22.03,8.47,57.77,White Fulani,4,282,35.88,3.34,521.84
44,17,25,14,16.8,18.26,82.09,Holstein,1,380,35.34,4.35,415.96
20,34,36,10,17.1,12.42,77.6,Friesian,8,598,34.51,3.78,478.84
31,29,14,26,15.26,17.67,61.19,Bunaji,2,272,31.08,3.22,487.41
36,15,13,36,22.62,19.52,81.71,White Fulani,8,549,35.81,4.3,415.37
55,28,18,0,15.7,15.03,73.47,Holstein,2,741,34.83,3.78,500.35
44,12,29,15,22.21,17.54,55.42,Jersey,8,638,32.01,3.59,349.21
28,31,39,2,13.56,17.63,59.88,Jersey,1,595,30.98,3.08,466.06
34,28,17,21,18.47,9.86,57.32,White Fulani,1,577,32.39,3.72,463.33
48,10,13,29,19.46,15.65,72.27,Bunaji,1,352,34.18,3.96,382.11
38,33,22,7,20.5,15.42,62.39,Bunaji,9,660,31.28,3.51,521.65
29,14,39,18,22.9,15.85,61.02,Friesian,6,353,32.16,3.16,381.07
58,14,32,0,13.37,16.26,56.34,White Fulani,5,305,30.04,3.3,397.89
58,19,38,0,19.43,18.89,54.9,Jersey,6,684,31.67,3.27,475.63
37,16,27,20,17.99,16.06,56.49,Friesian,6,483,28.47,3.47,429.58
40,29,11,20,24.14,16.64,80.15,Bunaji,6,759,43.43,4.21,496.2
50,30,31,0,22.67,15.01,70.34,Friesian,6,493,39.28,4.44,514.06
57,27,37,0,18.49,13.26,74.44,Jersey,5,435,36.24,3.97,539.51
46,28,33,0,18.19,19.9,80.82,Bunaji,4,522,37.19,4.22,462.32
